%time,field.bms_alarm_status,field.SOC_Value,field.SOH_Value,field.totalVoltage,field.totalCurrent,field.voltageDiff,field.tempDiff,field.BCU_Mode,field.Charging
1769692715539923191,0,74,0,52,-62,0,50,0,0
1769692716539198398,0,74,0,52,-62,0,50,0,0
1769692716539466142,0,74,0,52,-62,0,50,0,0
1769692716539594173,0,74,0,52,-62,0,50,0,0
1769692717538223028,0,74,0,52,-62,0,50,0,0
1769692717538769245,0,74,0,52,-62,0,50,0,0
1769692717538998365,0,74,0,52,-62,0,50,0,0
1769692718539683103,0,74,0,52,-62,0,50,0,0
1769692718540929317,0,74,0,52,-62,0,50,0,0
1769692718541082382,0,74,0,52,-62,0,50,0,0
1769692719538184881,0,74,0,52,-62,0,50,0,0
1769692719539519548,0,74,0,52,-62,0,50,0,0
1769692719540130615,0,74,0,52,-62,0,50,0,0
1769692720538308143,0,74,0,52,-62,0,50,0,0
1769692720538697004,0,74,0,52,-62,0,50,0,0
1769692720539210796,0,74,0,52,-62,0,50,0,0
1769692721538072347,0,74,0,52,-62,0,50,0,0
1769692721538402080,0,74,0,52,-62,0,50,0,0
1769692721539591073,0,74,0,52,-62,0,50,0,0
1769692722539247989,0,74,0,52,-62,0,50,0,0
1769692722539963483,0,74,0,52,-62,0,50,0,0
1769692722540164947,0,74,0,52,-62,0,50,0,0
1769692723538095951,0,74,0,52,-62,0,50,0,0
1769692723586803197,0,74,0,52,-62,0,50,0,0
1769692723586909532,0,74,0,52,-62,0,50,0,0
1769692724539206504,0,74,0,52,-62,0,50,0,0
1769692724539378404,0,74,0,52,-62,0,50,0,0
1769692724539493799,0,74,0,52,-62,0,50,0,0
1769692725538295984,0,74,0,52,-62,0,50,0,0
1769692725538545370,0,74,0,52,-62,0,50,0,0
1769692725539055585,0,74,0,52,-62,0,50,0,0
1769692726538321971,0,74,0,52,-62,0,50,0,0
1769692726539383649,0,74,0,52,-62,0,50,0,0
1769692726539553880,0,74,0,52,-62,0,50,0,0
1769692727538301944,0,74,0,52,-62,0,50,0,0
1769692727538672685,0,74,0,52,-62,0,50,0,0
1769692727539493560,0,74,0,52,-62,0,50,0,0
1769692728539072036,0,74,0,52,-62,0,50,0,0
1769692728608733415,0,74,0,52,-62,0,50,0,0
1769692728608918666,0,74,0,52,-62,0,50,0,0
1769692729538041591,0,74,0,52,-62,0,50,0,0
1769692729539370775,0,74,0,52,-62,0,50,0,0
1769692729540015697,0,74,0,52,-62,0,50,0,0
1769692730538184404,0,74,0,52,-62,0,50,0,0
1769692730538705587,0,74,0,52,-62,0,50,0,0
1769692730539614439,0,74,0,52,-62,0,50,0,0
1769692731539116621,0,74,0,52,-62,0,50,0,0
1769692731539384365,0,73,0,52,-62,0,50,0,0
1769692731539508819,0,73,0,52,-62,0,50,0,0
1769692732538266897,0,73,0,52,-62,0,50,0,0
1769692732538852691,0,73,0,52,-62,0,50,0,0
1769692732539384603,0,73,0,52,-62,0,50,0,0
1769692733538156270,0,73,0,52,-62,0,50,0,0
1769692733589490890,0,73,0,52,-62,0,50,0,0
1769692733589607238,0,73,0,52,-62,0,50,0,0
1769692734538350820,0,73,0,52,-62,0,50,0,0
1769692734539038419,0,73,0,52,-62,0,50,0,0
1769692734539275169,0,73,0,52,-62,0,50,0,0
1769692735538179397,0,73,0,52,-62,0,50,0,0
1769692735538481950,0,73,0,52,-62,0,50,0,0
1769692735539191246,0,73,0,52,-62,0,50,0,0
1769692736538519859,0,73,0,52,-62,0,50,0,0
1769692736539256334,0,73,0,52,-62,0,50,0,0
1769692736539489269,0,73,0,52,-62,0,50,0,0
1769692737538449048,0,73,0,52,-62,0,50,0,0
1769692737539239883,0,73,0,52,-62,0,50,0,0
1769692737539473056,0,73,0,52,-62,0,50,0,0
1769692738538347005,0,73,0,52,-62,0,50,0,0
1769692738573719978,0,73,0,52,-62,0,50,0,0
1769692738573890447,0,73,0,52,-62,0,50,0,0
1769692739538242816,0,73,0,52,-62,0,50,0,0
1769692739538668632,0,73,0,52,-62,0,50,0,0
1769692739540281534,0,73,0,52,-62,0,50,0,0
1769692740538094997,0,73,0,52,-62,0,50,0,0
1769692740538585662,0,73,0,52,-62,0,50,0,0
1769692740539200305,0,73,0,52,-62,0,50,0,0
1769692741538657903,0,73,0,52,-62,0,50,0,0
1769692741538910388,0,73,0,52,-62,0,50,0,0
1769692741539095640,0,73,0,52,-62,0,50,0,0
1769692742538694143,0,73,0,52,-62,0,50,0,0
1769692742538872480,0,73,0,52,-62,0,50,0,0
1769692742539507627,0,73,0,52,-62,0,50,0,0
1769692743538326263,0,73,0,52,-62,0,50,0,0
1769692743578642606,0,73,0,52,-62,0,50,0,0
1769692743578720569,0,73,0,52,-62,0,50,0,0
1769692744538360357,0,73,0,52,-62,0,50,0,0
1769692744539595842,0,73,0,52,-62,0,50,0,0
1769692744539859056,0,73,0,52,-62,0,50,0,0
1769692745538343191,0,73,0,52,-62,0,50,0,0
1769692745538601636,0,73,0,52,-62,0,50,0,0
1769692745539352416,0,73,0,52,-62,0,50,0,0
1769692746538655996,0,73,0,52,-62,0,50,0,0
1769692746539513587,0,73,0,52,-62,0,50,0,0
1769692746539652347,0,73,0,52,-62,0,50,0,0
1769692747538999795,0,73,0,52,-62,0,50,0,0
1769692747539377927,0,73,0,52,-62,0,50,0,0
1769692747539527416,0,73,0,52,-62,0,50,0,0
1769692748538689374,0,73,0,52,-62,0,50,0,0
1769692748609699010,0,73,0,52,-62,0,50,0,0
1769692748609866142,0,73,0,52,-62,0,50,0,0
1769692749538222551,0,73,0,52,-62,0,50,0,0
1769692749538649320,0,73,0,52,-62,0,50,0,0
1769692749538979768,0,73,0,52,-62,0,50,0,0
1769692750538919448,0,73,0,52,-62,0,50,0,0
1769692750539429903,0,73,0,52,-62,0,50,0,0
1769692750539669752,0,73,0,52,-62,0,50,0,0
1769692751538252353,0,73,0,52,-62,0,50,0,0
1769692751539034605,0,73,0,52,-62,0,50,0,0
1769692751539279937,0,73,0,52,-62,0,50,0,0
1769692752538148164,0,73,0,52,-62,0,50,0,0
1769692752538840532,0,73,0,52,-62,0,50,0,0
1769692752539133548,0,73,0,52,-62,0,50,0,0
1769692753538439273,0,73,0,52,-62,0,50,0,0
1769692753621624946,0,73,0,52,-62,0,50,0,0
1769692753621788263,0,73,0,52,-62,0,50,0,0
1769692754539071559,0,73,0,52,-62,0,50,0,0
1769692754539317131,0,73,0,52,-62,0,50,0,0
1769692754539498805,0,73,0,52,-62,0,50,0,0
1769692755539108276,0,73,0,52,-62,0,50,0,0
