%time,field.bms_alarm_status,field.SOC_Value,field.SOH_Value,field.totalVoltage,field.totalCurrent,field.voltageDiff,field.tempDiff,field.BCU_Mode,field.Charging
1769691281540348768,0,100,0,52,-63,0,48,0,0
1769691282538429975,0,100,0,52,-63,0,48,0,0
1769691282538700103,0,100,0,52,-63,0,48,0,0
1769691282538896083,0,100,0,52,-63,0,48,0,0
1769691283538542747,0,100,0,52,-63,0,48,0,0
1769691283539351701,0,100,0,52,-63,0,48,0,0
1769691283539560794,0,100,0,52,-63,0,48,0,0
1769691284538293838,0,100,0,52,-63,0,48,0,0
1769691284538648366,0,100,0,52,-63,0,48,0,0
1769691284539309978,0,100,0,52,-63,0,48,0,0
1769691285538144111,0,100,0,52,-63,0,48,0,0
1769691285538664817,0,100,0,52,-63,0,48,0,0
1769691285538875818,0,100,0,52,-63,0,48,0,0
1769691286538993120,0,100,0,52,-63,0,48,0,0
1769691286539259433,0,100,0,52,-63,0,48,0,0
1769691286539449930,0,100,0,52,-63,0,48,0,0
1769691287538894891,0,100,0,52,-63,0,48,0,0
1769691287539077281,0,100,0,52,-63,0,48,0,0
1769691287539722442,0,100,0,52,-63,0,48,0,0
1769691288538446426,0,100,0,52,-63,0,48,0,0
1769691288539645433,0,100,0,52,-63,0,48,0,0
1769691288539925098,0,100,0,52,-63,0,48,0,0
1769691289538412570,0,100,0,52,-63,0,48,0,0
1769691289539577960,0,100,0,52,-63,0,48,0,0
1769691289539741516,0,100,0,52,-63,0,48,0,0
1769691290538768291,0,100,0,52,-63,0,48,0,0
1769691290539302587,0,100,0,52,-63,0,48,0,0
1769691290539658784,0,100,0,52,-63,0,48,0,0
1769691291538275003,0,100,0,52,-63,0,48,0,0
1769691291539569616,0,100,0,52,-63,0,48,0,0
1769691291539829969,0,100,0,52,-63,0,48,0,0
1769691292539368867,0,100,0,52,-63,0,48,0,0
1769691292539634227,0,100,0,52,-63,0,48,0,0
1769691292539760589,0,100,0,52,-63,0,48,0,0
1769691293538378477,0,100,0,52,-63,0,48,0,0
1769691293539375543,0,100,0,52,-63,0,48,0,0
1769691293539546966,0,100,0,52,-63,0,48,0,0
1769691294538269042,0,100,0,52,-63,0,48,0,0
1769691294538864612,0,100,0,52,-63,0,48,0,0
1769691294539277791,0,100,0,52,-63,0,48,0,0
1769691295539155483,0,100,0,52,-63,0,48,0,0
1769691295539440870,0,100,0,52,-63,0,48,0,0
1769691295539632797,0,100,0,52,-63,0,48,0,0
1769691296538634777,0,100,0,52,-63,0,48,0,0
1769691296538821220,0,100,0,52,-63,0,48,0,0
1769691296539824008,0,100,0,52,-63,0,48,0,0
1769691297538426160,0,100,0,52,-63,0,48,0,0
1769691297539078712,0,100,0,52,-63,0,48,0,0
1769691297539285182,0,100,0,52,-63,0,48,0,0
1769691298538311958,0,100,0,52,-63,0,48,0,0
1769691298539338350,0,100,0,52,-63,0,48,0,0
1769691298539512395,0,100,0,52,-63,0,48,0,0
1769691299539444684,0,100,0,52,-63,0,48,0,0
1769691299540323019,0,100,0,52,-63,0,48,0,0
1769691299540495634,0,100,0,52,-63,0,48,0,0
1769691300538384675,0,100,0,52,-63,0,48,0,0
1769691300539931058,0,100,0,52,-63,0,48,0,0
1769691300540102481,0,100,0,52,-63,0,48,0,0
1769691301538815498,0,100,0,52,-63,0,48,0,0
1769691301539923906,0,99,0,52,-63,0,48,0,0
1769691301540168762,0,99,0,52,-63,0,48,0,0
1769691302538019418,0,99,0,52,-63,0,48,0,0
1769691302538273572,0,99,0,52,-63,0,48,0,0
1769691302539369821,0,99,0,52,-63,0,48,0,0
1769691303538567543,0,99,0,52,-63,0,48,0,0
1769691303539094209,0,99,0,52,-63,0,48,0,0
1769691303539339303,0,99,0,52,-63,0,48,0,0
1769691304538461923,0,99,0,52,-63,0,48,0,0
1769691304539378166,0,99,0,52,-63,0,48,0,0
1769691304539944410,0,99,0,52,-63,0,48,0,0
1769691305538297891,0,99,0,52,-63,0,48,0,0
1769691305538896083,0,99,0,52,-63,0,48,0,0
1769691305539287805,0,99,0,52,-63,0,48,0,0
1769691306538593292,0,99,0,52,-63,0,48,0,0
1769691306538849115,0,99,0,52,-63,0,48,0,0
1769691306539036512,0,99,0,52,-63,0,48,0,0
1769691307538976430,0,99,0,52,-63,0,48,0,0
1769691307539165019,0,99,0,52,-63,0,48,0,0
1769691307539367675,0,99,0,52,-63,0,48,0,0
1769691308538788795,0,99,0,52,-63,0,48,0,0
1769691308539047479,0,99,0,52,-63,0,48,0,0
1769691308539233207,0,99,0,52,-63,0,48,0,0
1769691309538996696,0,99,0,52,-63,0,48,0,0
1769691309539820909,0,99,0,52,-63,0,48,0,0
1769691309540252447,0,99,0,52,-63,0,48,0,0
1769691310538315296,0,99,0,52,-63,0,48,0,0
1769691310538833141,0,99,0,52,-63,0,48,0,0
1769691310539492130,0,99,0,52,-63,0,48,0,0
1769691311538465261,0,99,0,52,-63,0,48,0,0
1769691311539359331,0,99,0,52,-63,0,48,0,0
1769691311539610385,0,99,0,52,-63,0,48,0,0
1769691312539087295,0,99,0,52,-63,0,48,0,0
1769691312539739608,0,99,0,52,-63,0,48,0,0
1769691312539973735,0,99,0,52,-63,0,48,0,0
1769691313538401365,0,99,0,52,-63,0,48,0,0
1769691313538987874,0,99,0,52,-63,0,48,0,0
1769691313539664983,0,99,0,52,-63,0,48,0,0
1769691314538562297,0,99,0,52,-63,0,48,0,0
1769691314540248394,0,99,0,52,-63,0,48,0,0
1769691314540422201,0,99,0,52,-63,0,48,0,0
1769691315538254261,0,99,0,52,-63,0,48,0,0
1769691315538674831,0,99,0,52,-63,0,48,0,0
1769691315539675474,0,99,0,52,-63,0,48,0,0
1769691316539062976,0,99,0,52,-63,0,48,0,0
1769691316539513587,0,99,0,52,-63,0,48,0,0
1769691316539891004,0,99,0,52,-63,0,48,0,0
1769691317538163661,0,99,0,52,-63,0,48,0,0
1769691317538624763,0,99,0,52,-63,0,48,0,0
1769691317539176225,0,99,0,52,-63,0,48,0,0
1769691318538380146,0,99,0,52,-63,0,48,0,0
1769691318539571046,0,99,0,52,-63,0,48,0,0
1769691318539850234,0,99,0,52,-63,0,48,0,0
1769691319538154602,0,99,0,52,-62,0,48,0,0
1769691319539239645,0,99,0,52,-62,0,48,0,0
1769691319539473295,0,99,0,52,-62,0,48,0,0
1769691320538097381,0,99,0,52,-63,0,48,0,0
1769691320539194345,0,99,0,52,-63,0,48,0,0
1769691320539440870,0,99,0,52,-63,0,48,0,0
1769691321539509773,0,99,0,52,-63,0,48,0,0
1769691321539691925,0,99,0,52,-63,0,48,0,0
